Code,Description
12822,Reconstruction of leg using laparoscope
10739,Biopsy of neck using stent
16506,Drainage of eye using endoscope
12844,Repair of lungs using endoscope
11587,Excision of knee using laparoscope
70617,MRI scan of leg with contrast
13862,Biopsy of lungs using stent
90683,Consultation - follow-up visit
13659,Repair of pelvis using catheter
11332,Biopsy of chest using scalpel
10769,Biopsy of eye using laparoscope
12544,Drainage of eye using scalpel
70467,MRI scan of neck with contrast
11727,Repair of chest using scalpel
70944,MRI scan of liver with contrast
15737,Suturing of abdomen using laser
10425,Reconstruction of heart using laser
80880,DNA screening evaluation
70056,X-ray of knee with contrast
11609,Drainage of neck using laparoscope
80561,DNA screening evaluation
12015,Drainage of liver using laser
13948,Reconstruction of leg using stent
10656,Biopsy of ear using laser
16115,Reconstruction of arm using laser
10324,Repair of chest using laser
16051,Reconstruction of spine using laparoscope
90881,Physical exam - preventive screening
15150,Reconstruction of eye using stent
14131,Drainage of skin using endoscope
11677,Suturing of brain using laparoscope
70084,MRI scan of pelvis with contrast
71062,CT scan of neck with contrast
71052,Fluoroscopy of brain with contrast
80858,Tissue analysis evaluation
80351,Tissue analysis evaluation
70559,MRI scan of leg with contrast
16211,Repair of knee using scalpel
80194,Blood test evaluation
12754,Reconstruction of skin using stent
71023,MRI scan of neck with contrast
12835,Suturing of spine using stent
16091,Suturing of spine using laparoscope
70812,Fluoroscopy of kidney with contrast
90803,Therapy session - follow-up visit
10721,Excision of abdomen using stent
10859,Drainage of lungs using catheter
15874,Repair of pelvis using endoscope
15076,Reconstruction of skin using scalpel
15476,Repair of chest using endoscope
15191,Reconstruction of knee using scalpel
10561,Excision of heart using scalpel
11276,Drainage of spine using laparoscope
10975,Excision of neck using laser
14582,Excision of leg using endoscope
12868,Biopsy of lungs using catheter
70502,CT scan of eye with contrast
15297,Reconstruction of pelvis using scalpel
15842,Biopsy of neck using endoscope
12558,Repair of spine using stent
70423,Fluoroscopy of leg with contrast
10663,Drainage of leg using endoscope
00302,Local anesthesia for liver surgery
15756,Excision of arm using catheter
12426,Reconstruction of liver using laparoscope
90395,Therapy session - routine check
13395,Reconstruction of liver using catheter
10237,Repair of arm using stent
10135,Suturing of lungs using laparoscope
14535,Excision of kidney using catheter
80444,DNA screening evaluation
00151,Local anesthesia for eye surgery
12053,Drainage of liver using laser
70701,MRI scan of knee with contrast
16574,Biopsy of chest using scalpel
11755,Excision of heart using scalpel
16352,Repair of neck using catheter
80328,Tissue analysis evaluation
11868,Excision of arm using endoscope
70629,Fluoroscopy of ear with contrast
15392,Drainage of chest using stent
15912,Drainage of leg using endoscope
80975,DNA screening evaluation
13320,Excision of lungs using endoscope
14170,Reconstruction of kidney using catheter
13149,Excision of knee using stent
14004,Biopsy of pelvis using stent
13704,Excision of kidney using laser
10129,Suturing of skin using endoscope
13227,Repair of brain using laparoscope
00157,General anesthesia for knee surgery
12534,Excision of skin using catheter
80386,Culture test evaluation
12823,Suturing of kidney using catheter
70038,X-ray of lungs with contrast
15762,Biopsy of lungs using laparoscope
14519,Drainage of lungs using catheter
13052,Excision of abdomen using stent
70966,X-ray of skin with contrast
10329,Drainage of brain using catheter
70358,Ultrasound of ear with contrast
81053,Culture test evaluation
91214,Consultation - follow-up visit
10594,Excision of skin using laser
15212,Biopsy of kidney using laser
11917,Drainage of knee using catheter
70607,X-ray of knee with contrast
10215,Reconstruction of liver using laparoscope
00177,Sedation for pelvis surgery
15985,Suturing of skin using stent
80136,Tissue analysis evaluation
90617,Vaccination - preventive screening
90558,Therapy session - preventive screening
70484,MRI scan of neck with contrast
70830,MRI scan of ear with contrast
90501,Physical exam - routine check
90658,Therapy session - follow-up visit
14666,Drainage of liver using laser
11741,Suturing of pelvis using laser
10681,Excision of ear using catheter
13866,Suturing of knee using scalpel
14505,Drainage of spine using endoscope
14066,Excision of spine using scalpel
11190,Reconstruction of eye using laparoscope
00160,Sedation for knee surgery
14493,Repair of chest using laser
15999,Excision of spine using endoscope
11683,Suturing of neck using stent
12989,Biopsy of knee using scalpel
80604,Tissue analysis evaluation
14612,Biopsy of heart using endoscope
11122,Suturing of chest using laser
90399,Vaccination - follow-up visit
70641,MRI scan of liver with contrast
10399,Repair of knee using stent
10460,Drainage of arm using endoscope
70355,MRI scan of lungs with contrast
91007,Consultation - routine check
70375,CT scan of leg with contrast
15995,Excision of knee using endoscope
00288,Local anesthesia for liver surgery
11309,Drainage of leg using stent
10901,Excision of kidney using laser
70961,MRI scan of knee with contrast
13412,Drainage of eye using laparoscope
12257,Reconstruction of kidney using laser
10898,Drainage of pelvis using laser
90610,Consultation - preventive screening
70730,MRI scan of spine with contrast
80182,Blood test evaluation
16466,Excision of eye using laparoscope
13558,Repair of ear using laparoscope
14696,Excision of lungs using laser
80326,Tissue analysis evaluation
80313,Tissue analysis evaluation
16176,Drainage of spine using laser
15526,Reconstruction of liver using catheter
13584,Biopsy of chest using laparoscope
14093,Drainage of lungs using stent
16174,Biopsy of heart using scalpel
12699,Drainage of arm using laser
90296,Therapy session - preventive screening
10225,Drainage of eye using scalpel
80867,Blood test evaluation
70421,Ultrasound of lungs with contrast
70768,Fluoroscopy of abdomen with contrast
15770,Suturing of neck using laser
70541,Ultrasound of skin with contrast
16514,Biopsy of neck using stent
90931,Consultation - routine check
13867,Drainage of arm using laser
14592,Suturing of skin using scalpel
16339,Repair of ear using laparoscope
80705,Blood test evaluation
90608,Physical exam - follow-up visit
80130,Culture test evaluation
70256,MRI scan of brain with contrast
70241,Fluoroscopy of neck with contrast
90913,Therapy session - preventive screening
70235,Ultrasound of ear with contrast
11243,Biopsy of spine using laparoscope
70301,X-ray of knee with contrast
10266,Reconstruction of kidney using laparoscope
15363,Biopsy of heart using catheter
70128,Fluoroscopy of leg with contrast
70329,CT scan of liver with contrast
12134,Excision of arm using laparoscope
12713,Drainage of heart using laparoscope
12485,Drainage of spine using endoscope
16650,Excision of arm using laparoscope
15028,Biopsy of eye using endoscope
12812,Biopsy of chest using endoscope
90778,Physical exam - preventive screening
11702,Repair of heart using scalpel
11130,Drainage of liver using laparoscope
14175,Reconstruction of kidney using laser
12850,Reconstruction of lungs using laparoscope
90793,Vaccination - preventive screening
80477,DNA screening evaluation
15784,Biopsy of ear using catheter
10738,Reconstruction of knee using laparoscope
15153,Drainage of neck using stent
13572,Biopsy of ear using scalpel
12693,Biopsy of leg using laparoscope
10875,Excision of lungs using laser
15631,Repair of ear using stent
15651,Repair of ear using laser
80687,DNA screening evaluation
15748,Repair of heart using scalpel
10472,Excision of eye using scalpel
12744,Suturing of heart using laser
14078,Reconstruction of eye using endoscope
15046,Excision of skin using laparoscope
12978,Excision of arm using laparoscope
12512,Biopsy of neck using laser
91143,Therapy session - follow-up visit
11542,Reconstruction of liver using catheter
14792,Repair of eye using laparoscope
80425,Culture test evaluation
14874,Suturing of pelvis using stent
15845,Reconstruction of pelvis using laparoscope
10807,Repair of heart using laparoscope
12330,Excision of ear using catheter
13037,Drainage of spine using catheter
80362,Blood test evaluation
15437,Drainage of kidney using stent
11654,Excision of heart using laparoscope
16507,Drainage of lungs using endoscope
12753,Suturing of brain using endoscope
12571,Drainage of arm using catheter
15248,Drainage of arm using endoscope
10228,Drainage of lungs using stent
80296,Tissue analysis evaluation
14944,Repair of skin using scalpel
80171,Tissue analysis evaluation
70837,CT scan of abdomen with contrast
90367,Therapy session - follow-up visit
90545,Consultation - routine check
80347,Tissue analysis evaluation
81040,Blood test evaluation
15047,Suturing of eye using laser
10064,Excision of skin using catheter
13186,Suturing of knee using laparoscope
12700,Reconstruction of ear using laparoscope
14749,Biopsy of arm using scalpel
70234,Ultrasound of chest with contrast
12632,Biopsy of chest using endoscope
12435,Reconstruction of arm using laser
00212,Sedation for lungs surgery
80610,DNA screening evaluation
00251,Sedation for leg surgery
15258,Biopsy of lungs using endoscope
14736,Excision of knee using endoscope
14440,Biopsy of chest using endoscope
15512,Excision of arm using laser
10776,Excision of pelvis using catheter
14238,Suturing of lungs using laser
91093,Consultation - follow-up visit
15578,Excision of abdomen using scalpel
12245,Drainage of knee using catheter
12242,Excision of neck using catheter
11077,Repair of brain using laparoscope
80543,Culture test evaluation
70926,MRI scan of liver with contrast
13053,Reconstruction of heart using laser
12981,Repair of chest using catheter
12369,Excision of arm using scalpel
70110,X-ray of skin with contrast
14262,Drainage of eye using scalpel
13583,Reconstruction of arm using scalpel
12862,Reconstruction of chest using scalpel
12779,Excision of pelvis using laser
14417,Excision of liver using scalpel
13833,Repair of chest using catheter
16141,Reconstruction of brain using laparoscope
16401,Excision of leg using laparoscope
10469,Repair of knee using scalpel
12876,Excision of spine using endoscope
12048,Reconstruction of kidney using catheter
11195,Reconstruction of chest using catheter
15109,Suturing of abdomen using catheter
10161,Reconstruction of skin using endoscope
80316,DNA screening evaluation
11658,Repair of knee using catheter
12460,Reconstruction of liver using laparoscope
90427,Therapy session - routine check
10027,Reconstruction of spine using catheter
80718,Blood test evaluation
15898,Excision of arm using endoscope
11051,Suturing of knee using laparoscope
80196,Blood test evaluation
16308,Suturing of neck using laparoscope
70310,X-ray of chest with contrast
14128,Repair of brain using catheter
15142,Excision of spine using catheter
12877,Repair of liver using catheter
80364,Tissue analysis evaluation
13044,Drainage of heart using scalpel
